path,git_state,scope,category,validation,result,notes
.obsidian/plugins/obsidian42-brat/manifest.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/plugins/obsidian42-brat/styles.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/plugins/regex-mark/main.js,tracked,wrapper,project,UTF-8 decode/static review,pass,No syntax/read failure
.obsidian/plugins/regex-mark/manifest.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/plugins/regex-mark/styles.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/plugins/table-editor-obsidian/data.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/plugins/table-editor-obsidian/main.js,tracked,wrapper,project,UTF-8 decode/static review,pass,No syntax/read failure
.obsidian/plugins/table-editor-obsidian/manifest.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/plugins/table-editor-obsidian/styles.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/plugins/templater-obsidian/main.js,tracked,wrapper,project,UTF-8 decode/static review,pass,No syntax/read failure
.obsidian/plugins/templater-obsidian/manifest.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/plugins/templater-obsidian/styles.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/snippets/Mermaid Style.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/themes/80s Neon/manifest.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/themes/80s Neon/theme.css,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
.obsidian/types.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
.obsidian/workspace.json,tracked,wrapper,project,JSON parse,pass,No syntax/read failure
AGENTS.md,tracked,wrapper,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
CLAUDE.md,tracked,wrapper,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
README.md,tracked,wrapper,documentation,UTF-8 decode and local-link resolution,pass,12 link token(s) checked
cam_01_latest_check.jpg,tracked,wrapper,project,existence/hash,present,Binary or format-specific artifact
main/.gitignore,tracked,active,project,existence/hash,present,Binary or format-specific artifact
main/.obsidian/app.json,tracked,active,tool-metadata,JSON parse,pass,No syntax/read failure
main/.obsidian/appearance.json,tracked,active,tool-metadata,JSON parse,pass,No syntax/read failure
main/.obsidian/core-plugins.json,tracked,active,tool-metadata,JSON parse,pass,No syntax/read failure
main/AGENTS.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/HANDOFF-2026-06-19-igpu-lxc-migration.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/HANDOFF-2026-07-01-frigate-first-camera.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/PROJECT-INDEX.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,112 link token(s) checked
main/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,4 link token(s) checked
main/TO-DO.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,2 link token(s) checked
main/_archive/20-04-30/ventsys/integration-process/ventsys_complete_implementation_plan.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/20-04-30/ventsys/integration-process/ventsys_technical_specifications.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/20-04-30/ventsys/integration-process/ventsys_tls_implementation_guide.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,4 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/06-local-ai-infrastructure-vm-era.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-2026-05-07-current.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-2026-05-13-valve1-deployment-and-stepping.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-2026-05-28-preflight-next.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-2026-06-04-valve-feedback-wiring-and-carrier.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-router-deploy-spec.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/README.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/eighth_audit_router_deep_dive.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,5 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/firewall_analysis_summary.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,1 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/frigate_vm_setup_guide.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/igpu_passthrough_guide.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/llm_host_setup_guide.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/proxmox_setup_guide-pre-lxc.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/2026-06-20-pre-lxc-and-handoffs/ventilation_v9k-Original.html,tracked,historical,project,UTF-8 decode/static review,pass,No syntax/read failure
main/_archive/2026-06-20-pre-lxc-and-handoffs/ventilation_v9k.html,tracked,historical,project,UTF-8 decode/static review,pass,No syntax/read failure
main/_archive/2026-06-20-pre-lxc-and-handoffs/ventsys_ha_scripts.yaml.bak-20260512,tracked,historical,project,existence/hash,present,Binary or format-specific artifact
main/_archive/2026-06-20-pre-lxc-and-handoffs/vm-configs-pre-lxc.conf,tracked,historical,project,UTF-8 decode/static review,pass,No syntax/read failure
main/_archive/2026-06-20-pre-lxc-and-handoffs/vm-setup-pre-lxc.sh,tracked,historical,project,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/_archive/2026-06-29-stale-bootstrap/GitHub.ps1,tracked,historical,project,PowerShell parser (separate static test),pass,No syntax/read failure
main/_archive/Network Infrastructure Diagram - Old.mmd,tracked,historical,project,existence/hash,present,Binary or format-specific artifact
main/_archive/README.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/full-config.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/openwrt_complete_config_phase_2.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/openwrt_script_analysis.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/ventsys-execution-guide-prompt.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_archive/ventsys_solution1_implementation.md,tracked,historical,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/_verify.ps1,tracked,active,project,PowerShell parser (separate static test),pass,No syntax/read failure
main/apps/mermaid-viewer/Dockerfile,untracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/mermaid-viewer/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/apps/mermaid-viewer/app.js,tracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/diagram-data.js,tracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/dist/app.js,untracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/dist/diagram-data.js,untracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/dist/index.html,untracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/dist/styles.css,untracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/mermaid-viewer/dist/vendor/mermaid.esm.min.mjs,untracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/mermaid-viewer/index.html,tracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/nginx.conf,untracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/mermaid-viewer/package-lock.json,untracked,active,application,JSON parse,pass,No syntax/read failure
main/apps/mermaid-viewer/package.json,untracked,active,application,JSON parse,pass,No syntax/read failure
main/apps/mermaid-viewer/packaging/README.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/apps/mermaid-viewer/packaging/docker-compose.yml,untracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/apps/mermaid-viewer/scripts/build.mjs,untracked,active,script/tool,existence/hash,present,Binary or format-specific artifact
main/apps/mermaid-viewer/styles.css,tracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/mermaid-viewer/vendor/mermaid.esm.min.mjs,untracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/transferportal/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/apps/transferportal/packaging/examples/config.yaml,tracked,active,application,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/apps/transferportal/packaging/examples/transferportal.env.example,tracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/transferportal/packaging/install-native-omv.sh,tracked,active,application,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/apps/transferportal/packaging/root-helper,tracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/transferportal/packaging/sudoers/transferportal,tracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/transferportal/packaging/systemd/transferportal.service,tracked,active,application,UTF-8 decode/static review,pass,No syntax/read failure
main/apps/transferportal/pyproject.toml,tracked,active,application,existence/hash,present,Binary or format-specific artifact
main/apps/transferportal/tests/test_job_lifecycle.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_move_mode.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_path_safety.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_portal_delete_flow.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_root_helper.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_rsync.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/tests/test_ui_helpers.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/__init__.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/app.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/helper_client.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/job_runner.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/models.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/move_mode.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/path_safety.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/portals.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/root_helper.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/rsync.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/settings.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/apps/transferportal/transferportal/store.py,tracked,active,application,Python AST parse,pass,No syntax/read failure
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier.scad,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier.stl,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier_preview.png,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier_top_view.svg,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier_v2_concept.png,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/Feedback Carrier/ventsys_feedback_carrier_v2_concept.svg,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/generate_concept.py,tracked,active,physical-design/asset,Python AST parse,pass,No syntax/read failure
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/preview_original.scad,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16 - copy.scad,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16.json,tracked,active,physical-design/asset,JSON parse,pass,No syntax/read failure
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16.scad,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16.stl,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16_concept.png,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16_latest.stl,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16_original.3mf,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16_original.stl,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/3d-printing/skill-test-servo-wiring-no-led-v16/servo_wiring_no_led_v16_preview.png,tracked,active,physical-design/asset,existence/hash,present,Binary or format-specific artifact
main/assets/vendor/three.core.min.js,tracked,active,vendor/custom-component,UTF-8 decode/static review,pass,No syntax/read failure
main/assets/vendor/three.module.min.js,tracked,active,vendor/custom-component,UTF-8 decode/static review,pass,No syntax/read failure
main/bill-of-materials/3d-printing/parts-list.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,7 link token(s) checked
main/bill-of-materials/hardware/parts-list.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,12 link token(s) checked
main/configs/docker-host/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/adguard-home/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/adguard-home/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/dozzle/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/gardenkeeper/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/gardenkeeper/backup-gardenkeeper.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/docker-host/stacks/gardenkeeper/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/gardenkeeper/env.example,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/gardenkeeper/gardenkeeper-backup.service,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/gardenkeeper/gardenkeeper-backup.timer,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/grocy/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/homepage/config/kubernetes.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/homepage/config/services.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/homepage/config/settings.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/homepage/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/immich/README-STAGED.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/immich/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/mealie/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/mermaid-viewer/README.md,untracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/mermaid-viewer/dist/app.js,untracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/mermaid-viewer/dist/diagram-data.js,untracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/mermaid-viewer/dist/index.html,untracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/mermaid-viewer/dist/styles.css,untracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/docker-host/stacks/mermaid-viewer/dist/vendor/mermaid.esm.min.mjs,untracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/docker-host/stacks/mermaid-viewer/docker-compose.yml,untracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/mermaid-viewer/nginx.conf,untracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/ntfy/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/ntfy/etc/server.yml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/obsidian-livesync/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/obsidian-livesync/env.example,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/obsidian-livesync/local.ini,tracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/docker-host/stacks/searxng/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/docker-host/stacks/searxng/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/telegraf/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/telegraf/telegraf.conf,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/stacks/watchtower/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/stacks/whoogle/docker-compose.yml,tracked,active,docker-compose,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/docker-host/system/docker-host-app-data-backup.service,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/system/docker-host-app-data-backup.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/docker-host/system/docker-host-app-data-backup.timer,tracked,active,configuration,UTF-8 decode/static review,pass,No syntax/read failure
main/configs/docker-host/system/docker-host-fail2ban-sshd.local,tracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/docker-host/system/docker-host-firewall.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/docker-host/system/docker-host-ufw-route-dns.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/docker-host/system/docker-host-ufw-route-monitoring-tailscale.sh,tracked,active,configuration,UTF-8 decode; shell/runtime checked separately,pass,No syntax/read failure
main/configs/esphome/.gitignore,tracked,active,configuration,existence/hash,present,Binary or format-specific artifact
main/configs/esphome/_dev/README.md,tracked,active,documentation,UTF-8 decode and local-link resolution,pass,0 link token(s) checked
main/configs/esphome/_dev/ventsys_airflow_sensor.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/_dev/ventsys_butterfly_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_air_sensor_base.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_booth_airflow.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_booth_fan.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_360_valve.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_360_valve_v2_nerdiy.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
main/configs/esphome/ventsys_fdm_360_valve_v2_nerdiy_original_test.yaml,tracked,active,configuration,YAML syntax parse (BaseLoader),pass,No syntax/read failure
